team,offense,defense,tempo,luck,margin,schedule_margin,opponent_offense,opponent_defense,non_conference,conf,year
Temple,108.3,100.0,67.6,.028,8.38,8.53,108.9,100.3,9.11,Amer,2018
Stanford,107.7,99.3,70.9,.016,8.37,6.29,109.1,102.8,3.46,P12,2018
Iowa,116.6,108.4,70.3,-.090,8.14,8.23,109.2,101.0,-4.11,B10,2018
Wake Forest,110.9,103.0,69.5,-.120,7.94,9.05,109.2,100.2,-1.40,ACC,2018
N Kentucky,107.5,99.6,68.6,-.073,7.93,-4.04,102.6,106.6,1.95,Horz,2018
Vanderbilt,115.3,107.3,65.8,-.080,7.93,11.07,110.8,99.7,4.28,SEC,2018
Utah Valley,110.8,103.0,68.1,-.006,7.78,-1.94,102.4,104.4,1.28,WAC,2018
ETSU,105.3,97.8,67.6,-.000,7.49,-4.19,103.6,107.7,-1.54,SC,2018
Georgetown,109.7,102.3,70.5,-.046,7.44,6.28,108.4,102.1,-17.81,BE,2018
Furman,108.9,101.5,68.6,-.005,7.41,-4.53,103.1,107.6,-0.73,SC,2018
Northeastern,107.8,100.5,67.0,.030,7.34,-1.27,106.1,107.4,4.09,CAA,2018
Bucknell,109.5,102.2,71.4,.006,7.31,-4.35,102.8,107.1,5.79,Pat,2018
Washington,106.6,99.5,69.8,.075,7.09,4.75,108.3,103.5,-0.46,P12,2018
DePaul,104.5,97.5,69.8,-.103,7.03,9.79,111.2,101.5,-4.14,BE,2018
Oregon St,108.2,101.3,65.5,-.083,6.99,3.02,107.3,104.3,-7.34,P12,2018
Georgia St,108.8,101.9,66.8,-.015,6.92,-2.51,103.4,105.9,-3.22,SB,2018
Illinois,109.6,103.0,69.9,-.093,6.67,7.32,108.1,100.8,-3.19,B10,2018
Iowa St,109.9,103.4,68.9,-.009,6.58,10.71,110.5,99.7,-3.06,B12,2018
N Colorado,107.3,100.8,72.2,-.023,6.55,-1.73,104.4,106.1,1.38,BSky,2018
Marshall,109.4,102.9,74.7,.060,6.53,0.07,105.6,105.5,-7.00,CUSA,2018
New Mexico,113.3,106.8,71.3,-.022,6.52,2.70,105.9,103.2,1.41,MWC,2018
UNLV,111.4,104.9,72.3,-.012,6.44,0.86,106.0,105.1,-5.02,MWC,2018
Mississippi,111.1,104.7,70.0,-.053,6.42,9.62,109.7,100.0,0.90,SEC,2018
UAB,109.6,103.3,67.7,-.047,6.32,-0.93,104.5,105.4,-6.96,CUSA,2018
Tulsa,108.3,102.3,67.3,.029,6.02,0.68,105.5,104.8,-2.04,Amer,2018
UCF,98.9,93.2,64.5,.062,5.62,2.52,106.5,104.0,-2.50,Amer,2018
SF Austin,104.5,99.0,71.1,.031,5.58,-7.16,100.6,107.8,-2.26,Slnd,2018
Toledo,113.9,108.6,68.4,.049,5.31,-1.94,103.9,105.8,-1.81,MAC,2018
Colorado,104.9,99.6,67.8,.068,5.27,6.26,110.1,103.8,-0.09,P12,2018
Col Charleston,108.7,103.6,64.9,.035,5.16,-4.06,104.8,108.9,-7.64,CAA,2018
St Joseph's PA,105.6,100.5,70.5,-.052,5.15,0.77,105.3,104.6,2.17,A10,2018
Minnesota,108.7,103.7,69.8,-.020,5.08,6.85,108.8,101.9,-5.09,B10,2018
Wyoming,105.6,100.6,73.5,.068,4.99,3.44,107.2,103.8,2.31,MWC,2018
Georgia Tech,103.6,98.7,66.1,-.022,4.90,8.11,108.8,100.6,-5.51,ACC,2018
Missouri St,108.3,103.5,65.5,-.046,4.81,1.05,103.9,102.9,-3.02,MVC,2018
Grand Canyon,102.1,97.5,69.0,-.066,4.53,-6.92,100.0,106.9,-11.37,WAC,2018
Northern Iowa,103.2,98.7,62.7,-.032,4.51,4.58,106.8,102.2,6.04,MVC,2018
Santa Barbara,111.4,107.1,66.7,.034,4.27,-3.86,101.8,105.7,-0.86,BW,2018
Bradley,104.4,100.4,65.8,.042,3.98,1.07,104.7,103.6,-4.52,MVC,2018
Penn,103.1,99.4,68.9,.076,3.69,-4.15,103.7,107.8,-2.98,Ivy,2018
Idaho,109.2,105.6,65.6,.039,3.54,-3.98,103.1,107.1,-3.07,BSky,2018
FL Gulf Coast,107.5,104.0,71.6,-.059,3.47,-6.95,102.4,109.3,-0.65,ASun,2018
UT Arlington,105.5,102.1,72.8,.009,3.37,-1.37,104.2,105.5,-1.20,SB,2018
UC Davis,104.1,100.9,66.5,.041,3.25,-1.05,103.7,104.8,4.12,BW,2018
Rutgers,99.2,96.2,66.0,-.043,3.07,5.58,108.2,102.6,-14.27,B10,2018
Canisius,107.2,104.1,68.9,-.034,3.05,-4.82,102.4,107.2,-2.89,MAAC,2018
San Diego,103.6,100.6,66.9,-.014,3.01,-0.77,104.5,105.2,-2.63,WCC,2018
Wright St,100.6,97.7,68.3,.074,2.89,-3.79,102.7,106.5,2.23,Horz,2018
Evansville,99.3,96.5,65.7,.015,2.85,1.38,105.4,104.0,-3.48,MVC,2018
S Illinois,106.1,103.3,66.6,.073,2.82,1.27,104.5,103.3,-4.09,MVC,2018
E Washington,107.3,104.6,66.5,-.004,2.67,0.11,105.4,105.2,6.20,BSky,2018
Iona,110.0,107.3,70.7,-.008,2.63,-2.12,103.1,105.2,2.14,MAAC,2018
Indiana St,104.7,102.1,69.9,-.097,2.63,3.13,105.1,102.0,2.05,MVC,2018
Utah St,107.2,104.7,66.8,-.014,2.57,2.74,106.7,103.9,-0.95,MWC,2018
Illinois St,105.7,103.3,68.9,.116,2.39,4.95,106.1,101.2,6.60,MVC,2018
Harvard,100.6,98.3,65.6,-.008,2.33,-0.97,105.4,106.4,3.27,Ivy,2018
Jacksonville St,102.3,100.0,66.2,-.005,2.32,-4.47,103.6,108.1,-9.38,OVC,2018
E Michigan,102.3,100.0,65.1,-.006,2.31,-2.49,105.4,107.9,-2.23,MAC,2018
VA Commonwealth,106.1,103.8,70.9,.015,2.28,0.51,105.3,104.8,1.16,A10,2018
Rider,109.2,106.9,73.8,.088,2.28,-2.78,103.1,105.9,0.32,MAAC,2018
North Texas,105.6,103.4,67.8,-.048,2.20,-0.69,103.5,104.1,-0.50,CUSA,2018
UC Irvine,100.1,98.0,67.0,-.025,2.11,1.08,105.6,104.5,8.99,BW,2018
St Louis,102.1,100.0,64.1,.003,2.10,1.23,106.8,105.6,1.00,A10,2018
Louisiana Tech,106.9,104.9,67.3,-.067,2.01,-0.37,104.1,104.5,-3.36,CUSA,2018
Valparaiso,103.0,101.2,69.7,-.053,1.78,1.62,105.0,103.4,-2.72,MVC,2018
Albany NY,107.1,105.4,66.2,.007,1.71,-6.49,101.4,107.9,-5.20,AE,2018
Ga Southern,105.9,104.3,68.9,.015,1.65,-2.52,102.9,105.4,-1.55,SB,2018
Towson,106.0,104.7,67.9,-.070,1.29,-2.80,104.8,107.6,-2.22,CAA,2018
Mercer,111.7,110.5,64.3,-.047,1.27,-2.86,102.9,105.8,-0.19,SC,2018
Drake,105.9,104.8,68.4,.016,1.09,2.22,105.4,103.2,-0.38,MVC,2018
La Salle,104.9,103.8,68.9,-.072,1.06,1.15,105.5,104.4,2.22,A10,2018
Hofstra,111.1,110.1,68.9,.062,0.99,-1.80,105.4,107.2,1.99,CAA,2018
San Francisco,102.1,101.1,67.1,.066,0.97,0.06,106.5,106.4,-0.33,WCC,2018
Weber St,106.7,105.8,67.5,.037,0.88,-2.94,103.9,106.8,-0.23,BSky,2018
Winthrop,106.1,105.2,71.6,-.037,0.85,-5.51,101.6,107.1,2.13,BSth,2018
Memphis,107.5,106.7,66.6,.135,0.78,0.42,104.7,104.2,-6.39,Amer,2018
CS Fullerton,103.7,103.1,69.6,.097,0.62,-1.20,103.8,105.0,2.76,BW,2018
Wofford,109.1,108.5,66.1,.043,0.59,-2.59,103.7,106.3,2.05,SC,2018
Portland St,107.9,107.3,74.6,.022,0.56,-0.82,104.9,105.7,3.30,BSky,2018
IPFW,107.7,107.2,72.6,-.072,0.50,-2.49,104.4,106.9,-2.21,Sum,2018
UMBC,103.1,102.6,68.4,.125,0.50,-4.38,102.7,107.1,-3.55,AE,2018
Lipscomb,103.2,102.8,74.9,.112,0.43,-4.31,103.2,107.5,5.84,ASun,2018
C Michigan,110.1,109.9,67.6,-.022,0.13,-3.15,103.4,106.5,-9.32,MAC,2018
William & Mary,115.3,115.2,70.0,.098,0.09,-0.75,105.5,106.3,3.56,CAA,2018
Radford,102.9,102.9,63.0,.063,0.07,-4.03,102.8,106.9,3.49,BSth,2018
Tulane,106.9,106.9,69.0,-.018,0.04,0.76,104.6,103.9,-6.27,Amer,2018
Dayton,108.4,108.3,66.3,-.004,0.02,1.36,105.6,104.2,1.38,A10,2018
Ball St,103.3,103.3,69.9,.060,-0.08,-2.07,104.7,106.7,-1.46,MAC,2018
UT San Antonio,104.7,104.7,71.8,.038,-0.09,-1.04,103.9,104.9,1.32,CUSA,2018
Oakland,107.4,107.7,70.3,.011,-0.23,-4.41,102.5,106.9,1.24,Horz,2018
N Dakota St,105.0,105.4,66.5,-.078,-0.37,-0.09,106.3,106.4,1.58,Sum,2018
Troy,106.2,106.5,68.3,-.065,-0.37,-1.18,103.7,104.8,0.04,SB,2018
Pacific,106.6,107.0,66.3,-.016,-0.43,1.28,105.8,104.6,1.84,WCC,2018
Connecticut,105.0,105.4,67.0,.075,-0.43,5.89,107.7,101.8,4.87,Amer,2018
Wagner,103.0,103.6,67.6,.070,-0.60,-8.35,101.2,109.5,-0.09,NEC,2018
Richmond,107.4,108.1,67.9,-.022,-0.78,2.75,106.6,103.8,5.44,A10,2018
IL Chicago,100.9,101.8,72.5,-.010,-0.84,-4.11,102.7,106.8,-1.48,Horz,2018
Monmouth NJ,103.5,104.7,70.0,-.112,-1.21,-0.86,104.8,105.7,5.06,MAAC,2018
Liberty,103.9,105.2,63.1,-.052,-1.22,-6.70,101.7,108.4,-5.44,BSth,2018
Nicholls St,103.3,104.9,73.5,.037,-1.56,-5.69,101.9,107.6,4.11,Slnd,2018
Washington St,108.4,110.0,68.2,.004,-1.66,4.41,107.2,102.8,-1.75,P12,2018
UNC Asheville,105.7,107.6,69.4,.095,-1.91,-3.36,103.3,106.7,5.59,BSth,2018
W Michigan,106.2,108.2,67.8,.010,-2.02,-1.97,104.4,106.4,-2.51,MAC,2018
Austin Peay,105.0,107.0,69.2,.052,-2.09,-2.74,103.1,105.8,4.27,OVC,2018
Princeton,105.3,107.8,64.5,-.055,-2.44,-2.02,104.2,106.2,1.98,Ivy,2018
Long Beach St,106.1,108.7,71.8,.027,-2.62,1.11,104.7,103.5,8.21,BW,2018
G Washington,103.6,106.2,65.8,.036,-2.66,0.31,105.3,105.0,0.16,A10,2018
Ohio,100.4,103.1,71.3,-.047,-2.74,-1.48,104.9,106.4,-1.72,MAC,2018
Miami OH,100.2,103.0,66.7,.022,-2.82,-0.68,104.8,105.5,1.72,MAC,2018
Seattle,103.7,106.7,67.4,.038,-2.95,-4.43,101.9,106.4,-5.24,WAC,2018
WI Milwaukee,100.3,103.4,65.7,-.023,-3.11,-4.43,102.3,106.7,-2.02,Horz,2018
Yale,103.8,107.0,68.8,.042,-3.18,-1.86,104.8,106.7,1.49,Ivy,2018
Tennessee St,97.5,100.8,65.6,.016,-3.27,-2.98,103.5,106.5,4.02,OVC,2018
SE Louisiana,102.6,105.9,65.7,.118,-3.31,-5.11,101.6,106.7,1.12,Slnd,2018
Hawaii,99.1,102.5,67.9,.034,-3.38,-4.00,102.9,106.9,-3.64,BW,2018
Duquesne,104.6,108.2,66.2,-.059,-3.63,-6.22,101.2,107.4,-16.97,A10,2018
Colgate,105.0,108.7,66.6,.030,-3.72,-6.25,101.7,108.0,-2.44,Pat,2018
Lamar,101.6,105.3,67.8,-.059,-3.72,-6.97,100.5,107.5,-1.75,Slnd,2018
Sam Houston St,102.1,105.9,67.2,.040,-3.77,-4.27,102.3,106.6,4.15,Slnd,2018
Niagara,109.5,113.5,73.7,.090,-3.99,-4.08,102.6,106.7,-3.49,MAAC,2018
Southern Miss,105.8,109.9,65.4,.037,-4.04,2.40,105.3,102.9,4.36,CUSA,2018
Massachusetts,106.4,110.5,66.4,-.013,-4.09,-0.54,104.3,104.8,-3.17,A10,2018
Appalachian St,103.4,107.5,70.1,-.026,-4.11,-2.58,103.0,105.6,-0.19,SB,2018
Coastal Car,101.8,105.9,67.8,-.052,-4.19,-2.25,103.5,105.8,0.76,SB,2018
Denver,102.6,106.8,66.4,.026,-4.23,-2.09,104.6,106.6,-3.34,Sum,2018
Kent,102.1,106.4,68.7,.066,-4.34,-1.69,104.3,106.0,-1.86,MAC,2018
Fairfield,102.1,106.4,70.5,.051,-4.37,-4.52,103.0,107.5,-0.90,MAAC,2018
Cent Arkansas,105.4,109.8,72.7,.001,-4.41,-5.45,100.7,106.1,-2.23,Slnd,2018
St Francis PA,106.4,111.2,68.2,.039,-4.86,-7.41,101.3,108.7,2.45,NEC,2018
Hartford,102.9,107.8,66.5,.065,-4.89,-6.02,101.2,107.2,-6.72,AE,2018
Manhattan,99.3,104.2,65.8,-.007,-4.95,-4.26,103.5,107.7,-3.79,MAAC,2018
St Peter's,95.5,100.5,62.6,-.037,-5.00,-4.40,103.9,108.3,-5.37,MAAC,2018
Campbell,105.8,110.8,68.0,-.057,-5.01,-7.30,100.6,107.9,-8.04,BSth,2018
Tennessee Tech,98.5,103.5,70.9,.118,-5.06,-2.81,104.1,106.9,-0.53,OVC,2018
George Mason,102.1,107.3,69.1,.117,-5.17,-0.68,105.2,105.9,-3.59,A10,2018
South Alabama,96.9,102.2,70.4,-.033,-5.32,-2.98,103.0,105.9,-6.15,SB,2018
Florida Intl,98.4,103.7,69.0,-.039,-5.33,-3.16,103.0,106.1,-6.95,CUSA,2018
Stony Brook,96.8,102.1,68.4,.009,-5.33,-2.17,104.2,106.4,1.11,AE,2018
Colorado St,102.6,108.3,69.6,.037,-5.66,3.92,107.1,103.2,1.14,MWC,2018
Navy,98.7,104.3,65.4,.095,-5.67,-8.20,100.8,109.0,-6.56,Pat,2018
Idaho St,103.2,108.9,68.1,-.005,-5.70,-3.69,103.8,107.5,-2.39,BSky,2018
Pittsburgh,98.9,104.7,65.2,.007,-5.76,9.14,110.0,100.8,-3.57,ACC,2018
Texas St,99.8,105.6,62.7,.003,-5.79,-2.99,103.1,106.1,-6.83,SB,2018
James Madison,101.4,107.4,67.9,-.025,-5.97,-2.06,105.6,107.6,-0.83,CAA,2018
ULM,100.5,106.5,66.1,.042,-6.00,-2.83,102.7,105.6,-3.19,SB,2018
Columbia,107.3,113.3,70.0,-.146,-6.01,-3.50,102.7,106.2,-1.21,Ivy,2018
Bowling Green,102.0,108.1,70.0,.066,-6.04,-2.61,103.8,106.5,-4.63,MAC,2018
FL Atlantic,95.9,102.0,69.2,-.025,-6.10,-0.28,104.8,105.1,-0.38,CUSA,2018
Loy Marymount,107.2,113.4,66.9,.012,-6.17,0.50,105.3,104.8,-2.55,WCC,2018
Lehigh,105.7,111.9,70.8,.042,-6.23,-6.82,101.2,108.0,-2.17,Pat,2018
Oral Roberts,106.0,112.3,65.3,-.033,-6.24,2.92,107.2,104.3,8.44,Sum,2018
Air Force,100.5,106.8,66.0,.022,-6.25,1.72,105.7,104.0,-5.13,MWC,2018
Mt St Mary's,103.7,110.1,64.7,.029,-6.36,-8.63,100.7,109.4,-3.44,NEC,2018
North Dakota,103.1,109.5,71.4,.015,-6.41,1.09,106.0,104.9,6.47,BSky,2018
UTEP,98.0,104.5,67.6,-.039,-6.49,-1.14,104.3,105.4,-2.56,CUSA,2018
High Point,100.1,106.6,65.9,-.082,-6.51,-6.42,101.6,108.0,-1.82,BSth,2018
CS Bakersfield,97.3,103.9,65.3,-.024,-6.65,0.64,105.5,104.9,4.67,WAC,2018
TX Southern,104.6,111.2,71.7,-.010,-6.65,-6.30,101.0,107.3,17.20,SWAC,2018
California,98.2,105.4,68.7,.008,-7.27,5.14,108.9,103.8,-3.08,P12,2018
UNC Wilmington,104.3,111.7,72.0,-.023,-7.43,-0.32,106.6,106.9,2.87,CAA,2018
Charleston So,99.4,106.8,66.5,-.019,-7.43,-6.06,102.3,108.4,-1.08,BSth,2018
Delaware,102.0,109.6,65.9,.015,-7.57,-2.54,105.0,107.6,-3.38,CAA,2018
Elon,103.6,111.3,67.3,.061,-7.62,-0.95,105.3,106.3,2.40,CAA,2018
N Illinois,103.3,111.0,67.0,.002,-7.66,-1.45,104.8,106.2,-3.54,MAC,2018
Hampton,101.0,108.7,71.9,-.017,-7.68,-11.05,99.5,110.6,1.01,MEAC,2018
Drexel,103.0,110.7,69.0,.064,-7.73,-2.16,105.4,107.5,-2.43,CAA,2018
Southern Utah,102.2,110.0,71.7,.062,-7.74,-0.45,105.8,106.3,4.90,BSky,2018
Robert Morris,94.7,102.5,69.3,.036,-7.79,-5.74,102.7,108.5,0.95,NEC,2018
NJIT,98.6,106.6,66.9,-.024,-7.95,-7.24,103.3,110.6,-2.51,ASun,2018
Akron,101.8,109.9,67.8,.068,-8.08,-2.06,104.5,106.5,-5.30,MAC,2018
SE Missouri St,108.5,116.6,69.2,.021,-8.11,-4.53,101.7,106.2,-2.47,OVC,2018
E Illinois,99.0,107.1,65.5,.009,-8.14,-2.42,103.3,105.8,2.01,OVC,2018
Boston Univ,100.2,108.4,67.5,.057,-8.21,-5.49,102.2,107.7,-2.35,Pat,2018
Long Island,102.3,110.6,71.6,.012,-8.27,-8.68,100.2,108.9,-6.06,NEC,2018
UTRGV,99.3,107.8,73.7,.064,-8.47,-2.78,102.0,104.7,-2.47,WAC,2018
Gardner Webb,97.6,106.1,67.7,.021,-8.52,-2.87,103.1,106.0,6.54,BSth,2018
Abilene Chr,98.2,106.8,68.6,.014,-8.66,-6.52,101.3,107.8,-3.16,Slnd,2018
WI Green Bay,99.9,108.6,72.2,-.028,-8.67,-4.11,102.6,106.7,0.25,Horz,2018
Army,99.8,108.5,70.4,-.045,-8.69,-7.17,101.9,109.1,-4.75,Pat,2018
Cornell,104.7,113.6,69.2,.057,-8.90,-3.19,103.5,106.6,-1.84,Ivy,2018
New Orleans,98.5,107.4,66.1,.047,-8.95,-4.84,101.6,106.5,11.06,Slnd,2018
Brown,100.8,110.0,71.7,.004,-9.16,-5.54,102.4,108.0,-7.07,Ivy,2018
UC Riverside,94.5,103.7,68.3,-.067,-9.17,-1.31,103.8,105.1,1.76,BW,2018
Prairie View,101.4,110.6,70.8,.010,-9.20,-7.94,100.0,107.9,10.43,SWAC,2018
Montana St,102.1,111.3,69.7,.026,-9.27,-2.85,104.5,107.4,-1.88,BSky,2018
Pepperdine,105.0,114.5,67.5,-.056,-9.51,1.09,106.3,105.2,-0.68,WCC,2018
Portland,99.0,108.7,67.1,-.001,-9.66,1.20,106.5,105.3,0.61,WCC,2018
Morehead St,99.0,109.0,68.5,-.069,-9.96,-0.74,104.7,105.5,7.60,OVC,2018
F Dickinson,102.2,112.4,70.5,.025,-10.16,-5.59,102.1,107.7,5.93,NEC,2018
Lafayette,101.8,112.0,68.3,-.097,-10.17,-6.55,101.5,108.1,-2.80,Pat,2018
Missouri KC,98.2,108.5,69.3,-.009,-10.32,-0.19,104.8,105.0,1.93,WAC,2018
Santa Clara,99.2,109.5,64.6,.018,-10.34,-1.33,105.2,106.6,-6.82,WCC,2018
New Hampshire,98.2,108.5,65.4,-.069,-10.35,-4.86,102.4,107.2,-4.07,AE,2018
South Florida,98.8,109.3,64.6,-.013,-10.45,-1.73,103.6,105.3,-11.64,Amer,2018
Quinnipiac,101.7,112.2,66.5,.079,-10.46,-4.19,103.1,107.3,-3.84,MAAC,2018
Arkansas St,104.5,115.1,69.5,.017,-10.56,-2.27,102.9,105.1,-2.75,SB,2018
North Florida,107.7,118.4,73.6,.074,-10.65,-0.86,104.7,105.6,9.82,ASun,2018
NE Omaha,104.1,114.7,69.8,.012,-10.67,1.80,106.9,105.1,4.31,Sum,2018
IUPUI,98.3,109.0,66.1,.030,-10.72,-3.20,103.2,106.4,2.32,Horz,2018
CS Sacramento,99.8,110.6,65.6,-.067,-10.77,0.05,105.5,105.5,3.32,BSky,2018
E Kentucky,101.7,112.6,68.6,.017,-10.96,-2.50,103.2,105.7,1.19,OVC,2018
MA Lowell,103.6,114.6,71.6,.002,-11.00,-6.84,100.8,107.6,-9.71,AE,2018
Bethune-Cookman,99.5,110.6,76.0,.025,-11.05,-13.38,97.2,110.6,-5.09,MEAC,2018
Rice,99.0,110.1,67.5,-.041,-11.09,0.21,104.2,104.0,1.04,CUSA,2018
Holy Cross,97.5,108.9,62.9,.026,-11.36,-6.02,101.8,107.8,-3.43,Pat,2018
McNeese St,100.6,112.1,70.4,-.025,-11.47,-5.05,101.5,106.5,7.74,Slnd,2018
Fordham,94.5,106.1,66.0,.009,-11.63,-0.38,104.5,104.9,-5.39,A10,2018
W Illinois,96.1,107.7,68.1,.006,-11.65,-2.21,104.8,107.1,-6.56,Sum,2018
TN Martin,95.5,107.2,66.1,-.019,-11.66,-4.41,103.2,107.6,-2.80,OVC,2018
Grambling,94.3,106.0,72.2,.102,-11.71,-9.87,98.8,108.7,3.07,SWAC,2018
Ark Little Rock,93.8,105.7,65.0,-.058,-11.91,-1.35,104.1,105.4,-0.37,SB,2018
Binghamton,97.4,109.4,66.1,-.061,-11.93,-6.88,101.0,107.9,-8.65,AE,2018
Samford,107.7,119.7,71.2,-.036,-12.00,-2.09,103.5,105.6,3.84,SC,2018
Dartmouth,98.5,110.6,66.8,-.043,-12.09,-3.61,103.5,107.1,-2.86,Ivy,2018
Cleveland St,97.9,110.0,67.1,.032,-12.14,-3.64,102.8,106.5,-1.36,Horz,2018
San Jose St,95.4,107.7,67.1,-.030,-12.27,3.05,107.2,104.2,-0.88,MWC,2018
W Carolina,95.7,108.0,69.4,.102,-12.30,-0.66,105.1,105.8,5.22,SC,2018
Siena,96.5,108.9,65.7,-.015,-12.38,-3.01,104.0,107.0,0.49,MAAC,2018
Chattanooga,99.2,111.8,65.5,-.024,-12.53,-3.39,103.4,106.8,-2.10,SC,2018
Sacred Heart,96.0,108.6,68.4,-.076,-12.57,-8.04,100.9,109.0,-3.94,NEC,2018
NC A&T,98.1,110.8,69.3,.098,-12.68,-11.80,98.7,110.5,-1.27,MEAC,2018
East Carolina,96.7,109.5,68.7,.026,-12.78,-2.46,102.9,105.3,-16.35,Amer,2018
Charlotte,99.3,112.1,71.2,-.024,-12.81,0.17,104.6,104.4,-3.21,CUSA,2018
Kennesaw,98.9,111.8,68.5,-.023,-12.82,-4.51,103.7,108.2,2.54,ASun,2018
Central Conn,98.0,110.8,64.5,.066,-12.85,-7.33,100.9,108.2,-3.69,NEC,2018
TAM C. Christi,94.5,107.4,68.2,-.015,-12.88,-6.14,100.9,107.1,4.54,Slnd,2018
Norfolk St,95.4,108.6,69.0,.002,-13.14,-11.00,98.9,109.9,0.76,MEAC,2018
St Francis NY,98.7,111.8,69.2,.022,-13.17,-7.33,101.1,108.4,-2.35,NEC,2018
Stetson,98.5,111.8,69.8,-.041,-13.27,-6.49,102.1,108.6,-4.23,ASun,2018
Citadel,101.6,114.9,77.2,.062,-13.33,-2.58,103.5,106.1,0.98,SC,2018
NC Central,96.6,110.0,65.0,.019,-13.41,-12.78,98.4,111.2,-1.47,MEAC,2018
Savannah St,100.9,114.5,82.3,.108,-13.55,-6.81,101.2,108.0,15.20,MEAC,2018
Edwardsville,99.4,113.0,69.2,.069,-13.61,-2.94,103.4,106.4,-1.32,OVC,2018
Detroit,102.6,116.8,72.4,-.011,-14.20,-2.07,103.6,105.7,4.64,Horz,2018
Jacksonville,94.2,108.4,68.6,.060,-14.27,-6.82,102.3,109.1,-3.11,ASun,2018
Marist,98.5,112.9,69.6,-.048,-14.47,-4.24,103.4,107.6,-3.40,MAAC,2018
Youngstown St,101.4,115.9,71.1,-.010,-14.56,-1.70,103.2,104.9,5.26,Horz,2018
Loyola MD,96.2,110.8,68.4,.020,-14.58,-5.37,102.6,108.0,-1.61,Pat,2018
Morgan St,96.3,111.1,68.9,-.060,-14.82,-11.95,98.6,110.5,0.36,MEAC,2018
Cal Poly SLO,98.2,113.2,66.2,.051,-14.98,-1.41,103.8,105.2,0.51,BW,2018
Southern Univ,94.3,109.8,68.0,.051,-15.51,-11.24,98.1,109.3,6.62,SWAC,2018
Northern Arizona,93.5,109.5,68.6,-.030,-16.02,0.26,105.3,105.0,3.45,BSky,2018
American Univ,95.6,111.8,66.5,-.061,-16.14,-6.16,102.1,108.3,-3.16,Pat,2018
Ark Pine Bluff,93.6,110.0,67.5,.044,-16.45,-9.64,98.9,108.5,3.38,SWAC,2018
CS Northridge,96.7,113.2,65.8,-.047,-16.46,-3.23,102.8,106.0,-3.50,BW,2018
VMI,89.9,107.4,68.8,.024,-17.43,-3.79,104.1,107.9,-2.50,SC,2018
Maine,90.9,108.4,71.3,-.002,-17.46,-2.82,103.5,106.3,-1.56,AE,2018
Houston Bap,98.9,116.5,73.5,-.092,-17.64,-3.59,102.5,106.1,9.29,Slnd,2018
Presbyterian,97.8,115.5,63.4,.062,-17.66,-5.21,101.7,106.9,-3.37,BSth,2018
Howard,99.4,118.5,69.9,-.039,-19.04,-9.50,99.6,109.1,2.28,MEAC,2018
Alcorn St,95.0,114.4,68.0,-.055,-19.43,-9.05,99.6,108.7,9.81,SWAC,2018
Jackson St,89.4,109.0,64.1,.062,-19.60,-10.01,99.7,109.7,4.32,SWAC,2018
SC Upstate,105.2,125.0,69.0,-.051,-19.77,-3.44,103.0,106.4,1.76,ASun,2018
Alabama St,95.8,115.7,68.8,-.018,-19.86,-9.14,99.2,108.4,4.68,SWAC,2018
Longwood,89.6,110.0,69.1,-.039,-20.41,-3.96,102.8,106.7,-0.88,BSth,2018
Florida A&M,95.6,116.8,67.1,.040,-21.21,-7.55,101.0,108.6,6.38,MEAC,2018
Incarnate Word,93.5,115.1,69.7,-.006,-21.60,-5.52,101.2,106.7,8.16,Slnd,2018
S Carolina St,96.9,118.7,70.5,.030,-21.86,-8.97,100.1,109.1,4.47,MEAC,2018
Bryant,98.7,120.7,70.1,-.013,-22.06,-5.30,101.9,107.2,1.28,NEC,2018
Northwestern LA,88.3,110.7,68.9,-.080,-22.41,-3.59,102.6,106.2,7.92,Slnd,2018
Chicago St,96.5,119.1,72.1,-.063,-22.59,2.85,106.1,103.3,6.32,WAC,2018
Coppin St,86.5,110.5,67.1,-.026,-23.97,-7.19,100.8,108.0,5.62,MEAC,2018
MS Valley St,90.3,114.5,69.4,-.032,-24.21,-7.46,100.3,107.8,7.23,SWAC,2018
MD E Shore,90.8,117.8,65.9,-.018,-27.06,-7.58,101.0,108.5,7.48,MEAC,2018
Delaware St,90.3,118.3,64.9,-.094,-27.94,-9.20,99.6,108.8,1.72,MEAC,2018
Alabama A&M,86.6,114.9,65.8,-.040,-28.31,-8.10,100.2,108.3,4.85,SWAC,2018
Virginia,123.6,88.1,59.2,.024,35.54,10.39,108.4,98.0,-2.86,ACC,2019
Gonzaga,125.2,92.5,69.7,.008,32.71,3.30,106.2,102.9,1.96,WCC,2019
Duke,120.1,88.2,72.1,.018,31.90,13.13,110.4,97.3,5.42,ACC,2019
Michigan St,121.8,90.5,67.3,-.007,31.31,13.51,110.3,96.8,3.15,B10,2019
Michigan,115.6,86.2,64.3,-.014,29.36,11.55,109.3,97.8,-5.03,B10,2019
North Carolina,119.9,90.8,74.2,.024,29.06,13.55,110.9,97.3,5.69,ACC,2019
Kentucky,118.3,90.9,65.7,.037,27.47,11.08,110.2,99.1,2.25,SEC,2019
Tennessee,122.6,95.6,67.6,.038,27.05,10.65,109.2,98.5,1.36,SEC,2019
Texas Tech,112.8,86.0,66.5,.004,26.72,8.29,107.9,99.6,-4.97,B12,2019
Purdue,121.1,95.1,65.5,-.012,26.00,12.97,109.8,96.9,4.33,B10,2019
